TEMP K,LIQUID RHOMX kmol/cum,LIQUID CPMX kJ/kmol-K,LIQUID MUMX cP,LIQUID HMX kJ/kmol,LIQUID TBUB K,LIQUID KMX kW/m-K,Composition
"380,15","38,6574","59,3941","75,5668",-308875,"380,15","0,00078973",20%
"381,15","38,1717","58,6497","95,3931",-310154,"381,15","0,000793227",20%
"382,15","37,7162","57,9346","119,063",-311381,"382,15","0,000796492",20%
"383,15","37,2883","57,2475","147,008",-312560,"383,15","0,000799548",20%
"293,15","50,9489","71,5648","5,20032",-292361,"367,443","0,000639556",25%
"294,15","50,9387","71,5553","5,0555",-292289,"367,443","0,000640912",25%
"295,15","50,9281","71,547","4,91596",-292218,"367,443","0,000642255",25%
"296,15","50,917","71,5396","4,78146",-292146,"367,443","0,000643586",25%
"297,15","50,9054","71,533","4,65179",-292075,"367,443","0,000644903",25%
"298,15","50,8935","71,5274","4,52674",-292003,"367,443","0,000646208",25%
"299,15","50,8811","71,5225","4,40612",-291932,"367,443","0,0006475",25%
"300,15","50,8683","71,5185","4,28974",-291860,"367,443","0,000648779",25%
"301,15","50,8551","71,5151","4,17741",-291789,"367,443","0,000650046",25%
"302,15","50,8415","71,5123","4,06898",-291717,"367,443","0,0006513",25%
"303,15","50,8276","71,5102","3,96428",-291646,"367,443","0,000652542",25%
"304,15","50,8132","71,5087","3,86316",-291574,"367,443","0,000653771",25%
"305,15","50,7985","71,5077","3,76546",-291503,"367,443","0,000654988",25%
"306,15","50,7834","71,5072","3,67106",-291431,"367,443","0,000656192",25%
"307,15","50,768","71,5072","3,57982",-291360,"367,443","0,000657384",25%
"308,15","50,7522","71,5076","3,49161",-291288,"367,443","0,000658563",25%
"309,15","50,7361","71,5085","3,40632",-291217,"367,443","0,000659731",25%
"310,15","50,7196","71,5098","3,32382",-291145,"367,443","0,000660886",25%
"311,15","50,7028","71,5115","3,244",-291074,"367,443","0,000662028",25%
"312,15","50,6856","71,5135","3,16677",-291002,"367,443","0,000663159",25%
"313,15","50,6682","71,5159","3,09202",-290931,"367,443","0,000664277",25%
"314,15","50,6504","71,5186","3,01966",-290859,"367,443","0,000665384",25%
"315,15","50,6322","71,5216","2,94958",-290788,"367,443","0,000666478",25%
"316,15","50,6138","71,5249","2,88172",-290716,"367,443","0,00066756",25%
"317,15","50,5951","71,5285","2,81598",-290645,"367,443","0,00066863",25%
"318,15","50,576","71,5324","2,75227",-290573,"367,443","0,000669689",25%
"319,15","50,5567","71,5366","2,69054",-290501,"367,443","0,000670735",25%
"320,15","50,537","71,541","2,6307",-290430,"367,443","0,00067177",25%
"321,15","50,5171","71,5457","2,57268",-290358,"367,443","0,000672792",25%
"322,15","50,4968","71,5507","2,51642",-290287,"367,443","0,000673803",25%
"323,15","50,4763","71,5558","2,46184",-290215,"367,443","0,000674802",25%
"324,15","50,4555","71,5612","2,4089",-290144,"367,443","0,000675789",25%
"325,15","50,4344","71,5669","2,35753",-290072,"367,443","0,000676765",25%
"326,15","50,413","71,5728","2,30767",-290001,"367,443","0,000677729",25%
"327,15","50,3914","71,5789","2,25928",-289929,"367,443","0,000678681",25%
"328,15","50,3695","71,5852","2,21229",-289857,"367,443","0,000679621",25%
"329,15","50,3473","71,5918","2,16666",-289786,"367,443","0,000680551",25%
"330,15","50,3248","71,5986","2,12235",-289714,"367,443","0,000681468",25%
"331,15","50,3021","71,6057","2,07929",-289643,"367,443","0,000682374",25%
"332,15","50,2791","71,6129","2,03746",-289571,"367,443","0,000683268",25%
"333,15","50,2558","71,6204","1,99681",-289499,"367,443","0,000684151",25%
"334,15","50,2323","71,6282","1,9573",-289428,"367,443","0,000685023",25%
"335,15","50,2086","71,6361","1,91889",-289356,"367,443","0,000685883",25%
"336,15","50,1846","71,6443","1,88154",-289285,"367,443","0,000686732",25%
"337,15","50,1603","71,6528","1,84522",-289213,"367,443","0,000687569",25%
"338,15","50,1358","71,6615","1,80989",-289141,"367,443","0,000688395",25%
"339,15","50,111","71,6704","1,77552",-289070,"367,443","0,00068921",25%
"340,15","50,086","71,6796","1,74207",-288998,"367,443","0,000690014",25%
"341,15","50,0608","71,6891","1,70953",-288926,"367,443","0,000690806",25%
"342,15","50,0353","71,6988","1,67785",-288854,"367,443","0,000691587",25%
"343,15","50,0096","71,7087","1,64701",-288783,"367,443","0,000692357",25%
"344,15","49,9836","71,719","1,61699",-288711,"367,443","0,000693116",25%
"345,15","49,9575","71,7295","1,58775",-288639,"367,443","0,000693864",25%
"346,15","49,931","71,7403","1,55927",-288568,"367,443","0,0006946",25%
"347,15","49,9044","71,7514","1,53152",-288496,"367,443","0,000695326",25%
"348,15","49,8775","71,7628","1,50449",-288424,"367,443","0,00069604",25%
"349,15","49,8504","71,7744","1,47815",-288352,"367,443","0,000696744",25%
"350,15","49,8231","71,7864","1,45248",-288281,"367,443","0,000697436",25%
"351,15","49,7955","71,7987","1,42746",-288209,"367,443","0,000698118",25%
"352,15","49,7678","71,8113","1,40306",-288137,"367,443","0,000698788",25%
"353,15","49,7398","71,8242","1,37928",-288065,"367,443","0,000699448",25%
"354,15","49,7116","71,8374","1,35608",-287993,"367,443","0,000700097",25%
"355,15","49,6832","71,8509","1,33346",-287922,"367,443","0,000700735",25%
"356,15","49,6545","71,8648","1,31139",-287850,"367,443","0,000701362",25%
"357,15","49,6257","71,8791","1,28986",-287778,"367,443","0,000701978",25%
"358,15","49,5966","71,8936","1,26885",-287706,"367,443","0,000702584",25%
"359,15","49,5673","71,9085","1,24834",-287634,"367,443","0,000703178",25%
"360,15","49,5379","71,9238","1,22833",-287562,"367,443","0,000703762",25%
"361,15","49,5082","71,9394","1,20879",-287490,"367,443","0,000704335",25%
"362,15","49,4783","71,9554","1,18972",-287418,"367,443","0,000704898",25%
"363,15","49,4482","71,9717","1,17109",-287346,"367,443","0,00070545",25%
"364,15","49,4178","71,9885","1,1529",-287274,"367,443","0,000705991",25%
"365,15","49,3873","72,0413","1,13514",-287202,"367,443","0,000706521",25%
"366,15","49,3567","72,0596","1,11778",-287130,"367,443","0,000707041",25%
"367,15","49,3258","72,0785","1,10083",-287058,"367,443","0,00070755",25%
"368,15","48,3743","71,1854","1,49767",-288585,"368,15","0,000715424",25%
"369,15","47,1452","69,9597","2,28726",-290695,"369,15","0,000725348",25%
"370,15","46,0244","68,7855","3,42182",-292717,"370,15","0,000734252",25%
"371,15","44,9989","67,6602","5,01985",-294655,"371,15","0,000742284",25%
"372,15","44,0575","66,5817","7,22831",-296512,"372,15","0,000749561",25%
"373,15","43,1908","65,5476","10,2257",-298292,"373,15","0,000756184",25%
"374,15","42,3908","64,556","14,2246",-299999,"374,15","0,000762234",25%
"375,15","41,6505","63,6049","19,473",-301635,"375,15","0,000767781",25%
"376,15","40,9638","62,6923","26,2549",-303205,"376,15","0,000772882",25%
"377,15","40,3255","61,8166","34,8893",-304712,"377,15","0,000777587",25%
"378,15","39,7309","60,976","45,7282",-306157,"378,15","0,00078194",25%
"379,15","39,1761","60,169","59,1525",-307544,"379,15","0,000785977",25%
"380,15","38,6574","59,3941","75,5668",-308875,"380,15","0,00078973",25%
"381,15","38,1717","58,6497","95,3931",-310154,"381,15","0,000793227",25%
"382,15","37,7162","57,9346","119,063",-311381,"382,15","0,000796492",25%
"383,15","37,2883","57,2475","147,008",-312560,"383,15","0,000799548",25%
"293,15","49,9333","70,6367","7,84179",-293915,"368,161","0,000648673",30%
"294,15","49,9234","70,6278","7,61331",-293844,"368,161","0,00065",30%
"295,15","49,9131","70,6199","7,3934",-293774,"368,161","0,000651313",30%
"296,15","49,9024","70,6129","7,18169",-293703,"368,161","0,000652614",30%
"297,15","49,8913","70,6069","6,97781",-293633,"368,161","0,000653903",30%
"298,15","49,8798","70,6016","6,78143",-293562,"368,161","0,000655178",30%
"299,15","49,8679","70,5972","6,59221",-293491,"368,161","0,000656441",30%
"300,15","49,8556","70,5935","6,40985",-293421,"368,161","0,000657692",30%
"301,15","49,8429","70,5904","6,23405",-293350,"368,161","0,00065893",30%
"302,15","49,8299","70,588","6,06452",-293280,"368,161","0,000660155",30%
"303,15","49,8165","70,5862","5,90102",-293209,"368,161","0,000661368",30%
"304,15","49,8028","70,585","5,74327",-293138,"368,161","0,000662569",30%
"305,15","49,7887","70,5843","5,59105",-293068,"368,161","0,000663757",30%
"306,15","49,7743","70,584","5,44411",-292997,"368,161","0,000664933",30%
"307,15","49,7595","70,5843","5,30224",-292927,"368,161","0,000666097",30%
"308,15","49,7444","70,5849","5,16524",-292856,"368,161","0,000667249",30%
"309,15","49,729","70,5861","5,0329",-292785,"368,161","0,000668389",30%
"310,15","49,7132","70,5875","4,90503",-292715,"368,161","0,000669516",30%
"311,15","49,6972","70,5894","4,78146",-292644,"368,161","0,000670632",30%
"312,15","49,6808","70,5916","4,66201",-292574,"368,161","0,000671735",30%
"313,15","49,6642","70,5942","4,54652",-292503,"368,161","0,000672827",30%
"314,15","49,6472","70,597","4,43483",-292433,"368,161","0,000673906",30%
"315,15","49,6299","70,6002","4,32678",-292362,"368,161","0,000674974",30%
"316,15","49,6123","70,6037","4,22225",-292291,"368,161","0,00067603",30%
"317,15","49,5945","70,6075","4,12109",-292221,"368,161","0,000677074",30%
"318,15","49,5763","70,6115","4,02317",-292150,"368,161","0,000678107",30%
"319,15","49,5579","70,6157","3,92836",-292079,"368,161","0,000679127",30%
"320,15","49,5392","70,6203","3,83656",-292009,"368,161","0,000680136",30%
"321,15","49,5202","70,625","3,74763",-291938,"368,161","0,000681134",30%
"322,15","49,5009","70,6301","3,66149",-291868,"368,161","0,00068212",30%
"323,15","49,4814","70,6353","3,57801",-291797,"368,161","0,000683094",30%
"324,15","49,4616","70,6408","3,49711",-291726,"368,161","0,000684057",30%
"325,15","49,4415","70,6465","3,41868",-291656,"368,161","0,000685008",30%
"326,15","49,4212","70,6525","3,34263",-291585,"368,161","0,000685948",30%
"327,15","49,4006","70,6587","3,26888",-291514,"368,161","0,000686876",30%
"328,15","49,3798","70,665","3,19735",-291444,"368,161","0,000687794",30%
"329,15","49,3587","70,6716","3,12795",-291373,"368,161","0,000688699",30%
"330,15","49,3373","70,6785","3,06061",-291302,"368,161","0,000689594",30%
"331,15","49,3158","70,6855","2,99525",-291232,"368,161","0,000690477",30%
"332,15","49,2939","70,6928","2,9318",-291161,"368,161","0,000691349",30%
"333,15","49,2718","70,7003","2,8702",-291090,"368,161","0,00069221",30%
"334,15","49,2495","70,708","2,81037",-291020,"368,161","0,00069306",30%
"335,15","49,2269","70,716","2,75227",-290949,"368,161","0,000693898",30%
"336,15","49,2041","70,7242","2,69582",-290878,"368,161","0,000694726",30%
"337,15","49,1811","70,7326","2,64098",-290808,"368,161","0,000695542",30%
"338,15","49,1578","70,7413","2,58767",-290737,"368,161","0,000696348",30%
"339,15","49,1343","70,7501","2,53587",-290666,"368,161","0,000697142",30%
"340,15","49,1106","70,7593","2,4855",-290595,"368,161","0,000697926",30%
"341,15","49,0866","70,7687","2,43653",-290525,"368,161","0,000698698",30%
"342,15","49,0625","70,7784","2,3889",-290454,"368,161","0,00069946",30%
"343,15","49,0381","70,7882","2,34257",-290383,"368,161","0,000700211",30%
"344,15","49,0134","70,7984","2,29751",-290312,"368,161","0,000700951",30%
"345,15","48,9886","70,8088","2,25366",-290241,"368,161","0,00070168",30%
"346,15","48,9635","70,8196","2,21098",-290171,"368,161","0,000702399",30%
"347,15","48,9383","70,8305","2,16945",-290100,"368,161","0,000703106",30%
"348,15","48,9128","70,8418","2,12901",-290029,"368,161","0,000703803",30%
"349,15","48,8871","70,8533","2,08964",-289958,"368,161","0,00070449",30%
"350,15","48,8612","70,8651","2,0513",-289887,"368,161","0,000705165",30%
"351,15","48,835","70,8773","2,01396",-289816,"368,161","0,00070583",30%
"352,15","48,8087","70,8897","1,97758",-289745,"368,161","0,000706485",30%
"353,15","48,7822","70,9025","1,94215",-289675,"368,161","0,000707129",30%
"354,15","48,7554","70,9155","1,90761",-289604,"368,161","0,000707762",30%
"355,15","48,7285","70,9289","1,87396",-289533,"368,161","0,000708385",30%
"356,15","48,7014","70,9426","1,84115",-289462,"368,161","0,000708997",30%
"357,15","48,674","70,9566","1,80917",-289391,"368,161","0,000709599",30%
"358,15","48,6465","70,9709","1,77799",-289320,"368,161","0,00071019",30%
"359,15","48,6187","70,9856","1,74758",-289249,"368,161","0,000710771",30%
"360,15","48,5908","71,0007","1,71793",-289178,"368,161","0,000711342",30%
"361,15","48,5626","71,016","1,689",-289107,"368,161","0,000711902",30%
"362,15","48,5343","71,0318","1,66078",-289036,"368,161","0,000712451",30%
"363,15","48,5058","71,0479","1,63324",-288965,"368,161","0,000712991",30%
"364,15","48,477","71,0643","1,60637",-288894,"368,161","0,00071352",30%
"365,15","48,4481","71,1159","1,58014",-288823,"368,161","0,000714039",30%
"366,15","48,4191","71,134","1,55453",-288752,"368,161","0,000714547",30%
"367,15","48,3899","71,1525","1,52954",-288680,"368,161","0,000715046",30%
"368,15","48,3604","71,1714","1,50513",-288609,"368,161","0,000715534",30%
"369,15","47,1452","69,9597","2,28726",-290695,"369,15","0,000725348",30%
"370,15","46,0244","68,7855","3,42182",-292717,"370,15","0,000734252",30%
"371,15","44,9989","67,6602","5,01985",-294655,"371,15","0,000742284",30%
"372,15","44,0575","66,5817","7,22831",-296512,"372,15","0,000749561",30%
"373,15","43,1908","65,5476","10,2257",-298292,"373,15","0,000756184",30%
"374,15","42,3908","64,556","14,2246",-299999,"374,15","0,000762234",30%
"375,15","41,6505","63,6049","19,473",-301635,"375,15","0,000767781",30%
"376,15","40,9638","62,6923","26,2549",-303205,"376,15","0,000772882",30%
"377,15","40,3255","61,8166","34,8893",-304712,"377,15","0,000777587",30%
"378,15","39,7309","60,976","45,7282",-306157,"378,15","0,00078194",30%
"379,15","39,1761","60,169","59,1525",-307544,"379,15","0,000785977",30%
"380,15","38,6574","59,3941","75,5668",-308875,"380,15","0,00078973",30%
"381,15","38,1717","58,6497","95,3931",-310154,"381,15","0,000793227",30%
"382,15","37,7162","57,9346","119,063",-311381,"382,15","0,000796492",30%
"383,15","37,2883","57,2475","147,008",-312560,"383,15","0,000799548",30%
"293,15","48,8702","69,624","12,2767",-295611,"368,97","0,000658191",35%
"294,15","48,8607","69,6156","11,9018",-295541,"368,97","0,000659485",35%
"295,15","48,8507","69,6082","11,5414",-295472,"368,97","0,000660766",35%
"296,15","48,8404","69,6018","11,1948",-295402,"368,97","0,000662034",35%
"297,15","48,8297","69,5962","10,8615",-295333,"368,97","0,000663289",35%
"298,15","48,8187","69,5914","10,5409",-295263,"368,97","0,000664533",35%
"299,15","48,8073","69,5874","10,2324",-295193,"368,97","0,000665763",35%
"300,15","48,7955","69,5841","9,93537",-295124,"368,97","0,000666982",35%
"301,15","48,7834","69,5814","9,64942",-295054,"368,97","0,000668187",35%
"302,15","48,7709","69,5793","9,37403",-294985,"368,97","0,000669381",35%
"303,15","48,7581","69,5779","9,10873",-294915,"368,97","0,000670563",35%
"304,15","48,745","69,577","8,8531",-294845,"368,97","0,000671732",35%
"305,15","48,7316","69,5765","8,6067",-294776,"368,97","0,000672889",35%
"306,15","48,7178","69,5766","8,36915",-294706,"368,97","0,000674034",35%
"307,15","48,7037","69,5771","8,14008",-294637,"368,97","0,000675167",35%
"308,15","48,6893","69,578","7,91912",-294567,"368,97","0,000676288",35%
"309,15","48,6746","69,5794","7,70593",-294498,"368,97","0,000677397",35%
"310,15","48,6597","69,5811","7,50019",-294428,"368,97","0,000678494",35%
"311,15","48,6444","69,5832","7,30159",-294358,"368,97","0,00067958",35%
"312,15","48,6288","69,5856","7,10983",-294289,"368,97","0,000680653",35%
"313,15","48,613","69,5883","6,92465",-294219,"368,97","0,000681715",35%
"314,15","48,5968","69,5914","6,74576",-294150,"368,97","0,000682765",35%
"315,15","48,5804","69,5947","6,57291",-294080,"368,97","0,000683804",35%
"316,15","48,5637","69,5983","6,40586",-294010,"368,97","0,000684831",35%
"317,15","48,5468","69,6022","6,24439",-293941,"368,97","0,000685846",35%
"318,15","48,5295","69,6064","6,08826",-293871,"368,97","0,00068685",35%
"319,15","48,512","69,6108","5,93727",-293802,"368,97","0,000687843",35%
"320,15","48,4943","69,6154","5,79121",-293732,"368,97","0,000688824",35%
"321,15","48,4763","69,6203","5,64989",-293662,"368,97","0,000689794",35%
"322,15","48,458","69,6254","5,51313",-293593,"368,97","0,000690752",35%
"323,15","48,4395","69,6308","5,38076",-293523,"368,97","0,000691699",35%
"324,15","48,4207","69,6364","5,2526",-293453,"368,97","0,000692635",35%
"325,15","48,4017","69,6421","5,1285",-293384,"368,97","0,00069356",35%
"326,15","48,3825","69,6482","5,00829",-293314,"368,97","0,000694474",35%
"327,15","48,363","69,6544","4,89184",-293245,"368,97","0,000695376",35%
"328,15","48,3432","69,6608","4,779",-293175,"368,97","0,000696268",35%
"329,15","48,3233","69,6675","4,66964",-293105,"368,97","0,000697148",35%
"330,15","48,3031","69,6743","4,56363",-293036,"368,97","0,000698018",35%
"331,15","48,2826","69,6814","4,46085",-292966,"368,97","0,000698876",35%
"332,15","48,2619","69,6887","4,36118",-292896,"368,97","0,000699724",35%
"333,15","48,241","69,6962","4,2645",-292827,"368,97","0,00070056",35%
"334,15","48,2199","69,7039","4,17071",-292757,"368,97","0,000701386",35%
"335,15","48,1986","69,7119","4,07971",-292687,"368,97","0,000702202",35%
"336,15","48,177","69,72","3,99139",-292617,"368,97","0,000703006",35%
"337,15","48,1552","69,7284","3,90566",-292548,"368,97","0,0007038",35%
"338,15","48,1332","69,7371","3,82242",-292478,"368,97","0,000704583",35%
"339,15","48,111","69,7459","3,7416",-292408,"368,97","0,000705355",35%
"340,15","48,0886","69,755","3,6631",-292338,"368,97","0,000706117",35%
"341,15","48,0659","69,7643","3,58684",-292269,"368,97","0,000706868",35%
"342,15","48,0431","69,7739","3,51275",-292199,"368,97","0,000707608",35%
"343,15","48,02","69,7837","3,44076",-292129,"368,97","0,000708339",35%
"344,15","47,9968","69,7938","3,37079",-292059,"368,97","0,000709058",35%
"345,15","47,9733","69,8041","3,30276",-291990,"368,97","0,000709767",35%
"346,15","47,9496","69,8147","3,23663",-291920,"368,97","0,000710466",35%
"347,15","47,9258","69,8256","3,17232",-291850,"368,97","0,000711154",35%
"348,15","47,9017","69,8367","3,10977",-291780,"368,97","0,000711832",35%
"349,15","47,8774","69,8481","3,04892",-291710,"368,97","0,0007125",35%
"350,15","47,853","69,8598","2,98972",-291640,"368,97","0,000713157",35%
"351,15","47,8283","69,8718","2,93212",-291571,"368,97","0,000713805",35%
"352,15","47,8034","69,8841","2,87605",-291501,"368,97","0,000714441",35%
"353,15","47,7784","69,8966","2,82148",-291431,"368,97","0,000715068",35%
"354,15","47,7531","69,9095","2,76835",-291361,"368,97","0,000715685",35%
"355,15","47,7277","69,9227","2,71662",-291291,"368,97","0,000716291",35%
"356,15","47,7021","69,9361","2,66623",-291221,"368,97","0,000716887",35%
"357,15","47,6763","69,95","2,61716",-291151,"368,97","0,000717473",35%
"358,15","47,6503","69,9641","2,56935",-291081,"368,97","0,000718049",35%
"359,15","47,6241","69,9785","2,52277",-291011,"368,97","0,000718615",35%
"360,15","47,5977","69,9933","2,47738",-290941,"368,97","0,000719171",35%
"361,15","47,5712","70,0084","2,43314",-290871,"368,97","0,000719717",35%
"362,15","47,5444","70,0239","2,39002",-290801,"368,97","0,000720253",35%
"363,15","47,5175","70,0397","2,34797",-290731,"368,97","0,00072078",35%
"364,15","47,4904","70,0558","2,30698",-290661,"368,97","0,000721296",35%
"365,15","47,4632","70,1061","2,267",-290591,"368,97","0,000721802",35%
"366,15","47,4357","70,1238","2,22801",-290521,"368,97","0,000722298",35%
"367,15","47,4082","70,142","2,18997",-290451,"368,97","0,000722785",35%
"368,15","47,3804","70,1605","2,15286",-290381,"368,97","0,000723262",35%
"369,15","47,1452","69,9597","2,28726",-290695,"369,15","0,000725348",35%
"370,15","46,0244","68,7855","3,42182",-292717,"370,15","0,000734252",35%
"371,15","44,9989","67,6602","5,01985",-294655,"371,15","0,000742284",35%
"372,15","44,0575","66,5817","7,22831",-296512,"372,15","0,000749561",35%
"373,15","43,1908","65,5476","10,2257",-298292,"373,15","0,000756184",35%
"374,15","42,3908","64,556","14,2246",-299999,"374,15","0,000762234",35%
"375,15","41,6505","63,6049","19,473",-301635,"375,15","0,000767781",35%
"376,15","40,9638","62,6923","26,2549",-303205,"376,15","0,000772882",35%
"377,15","40,3255","61,8166","34,8893",-304712,"377,15","0,000777587",35%
"378,15","39,7309","60,976","45,7282",-306157,"378,15","0,00078194",35%
"379,15","39,1761","60,169","59,1525",-307544,"379,15","0,000785977",35%
"380,15","38,6574","59,3941","75,5668",-308875,"380,15","0,00078973",35%
"381,15","38,1717","58,6497","95,3931",-310154,"381,15","0,000793227",35%
"382,15","37,7162","57,9346","119,063",-311381,"382,15","0,000796492",35%
"383,15","37,2883","57,2475","147,008",-312560,"383,15","0,000799548",35%
